"dataa","flt01","f0104","f0509","f1014","f1519","f2029","f3039","f4049","f5059","f6069","f7079","fmm80","f1019","f2059","f6079","(-Inf,0]","(0,4]","(4,9]","(9,14]","(14,19]","(19,29]","(29,39]","(39,49]","(49,59]","(59,69]","(69,79]","(79, Inf]","(9-19]","(19-59]","(59-79]"
"2002-01-01",9043,16996,4999,2421,2388,4423,3976,3836,3883,4024,4361,3414,4809,16118,8385,3223300,12752516,15940012,16069196,16795438,29502270,23632915,18320968,11774047,7230339,4026077,1643191,32864634,83230200,11256416
"2002-02-01",8390,15343,4339,2372,2185,4241,3752,3745,3770,3993,4165,3349,4557,15508,8158,3223300,12752516,15940012,16069196,16795438,29502270,23632915,18320968,11774047,7230339,4026077,1643191,32864634,83230200,11256416
"2002-03-01",9770,17681,4910,2487,2133,3858,3536,3347,3519,3691,3828,3198,4620,14260,7519,3223300,12752516,15940012,16069196,16795438,29502270,23632915,18320968,11774047,7230339,4026077,1643191,32864634,83230200,11256416
"2002-04-01",12829,20208,5405,2367,2036,3369,3082,2908,3012,3195,3416,2876,4403,12371,6611,3219971.66666667,12740601,15922501.6666667,16056676.3333333,16780243,29454667,23594972.3333333,18288910,11753760.6666667,7221121.33333333,4019287.33333333,1639825,32836919.3333333,83092310,11240408.6666667
"2002-05-01",15558,22501,5603,2374,1916,3442,3113,2923,2882,3189,3407,2763,4290,12360,6596,3216643.33333333,12728686,15904991.3333333,16044156.6666667,16765048,29407064,23557029.6666667,18256852,11733474.3333333,7211903.66666667,4012497.66666667,1636459,32809204.6666667,82954420,11224401.3333333
"2002-06-01",16441,21884,5392,2343,1981,3428,3103,3010,3095,3321,3652,3087,4324,12636,6973,3213315,12716771,15887481,16031637,16749853,29359461,23519087,18224794,11713188,7202686,4005708,1633093,32781490,82816530,11208394
"2002-07-01",15444,21071,5329,2319,2080,3755,3459,3330,3322,3739,3967,3346,4399,13866,7706,3209944.66666667,12705020.6666667,15869238.6666667,16018796,16734386,29312065.6666667,23479837.3333333,18191606.6666667,11692439.6666667,7192376.33333333,3998106.33333333,1628869.66666667,32753182,82675949.3333333,11190482.6666667
"2002-08-01",13603,19500,5209,2469,2144,3942,3672,3537,3673,3947,4358,3639,4613,14824,8305,3206574.33333333,12693270.3333333,15850996.3333333,16005955,16718919,29264670.3333333,23440587.6666667,18158419.3333333,11671691.3333333,7182066.66666667,3990504.66666667,1624646.33333333,32724874,82535368.6666667,11172571.3333333
"2002-09-01",11974,19721,6602,3559,2545,4066,3619,3462,3755,3796,4196,3509,6104,14902,7992,3203204,12681520,15832754,15993114,16703452,29217275,23401338,18125232,11650943,7171757,3982903,1620423,32696566,82394788,11154660
"2002-10-01",11420,18829,6395,3425,2662,4114,3633,3448,3482,3806,4147,3462,6087,14677,7953,3201670.66666667,12673743.3333333,15819646.6666667,15984978.6666667,16692886,29177019.6666667,23370352.3333333,18098416.6666667,11631195.3333333,7160916.33333333,3974220,1616435.66666667,32677864.6666667,82276984,11135136.3333333
"2002-11-01",11417,17928,5771,3164,2304,3734,3234,3285,3303,3551,3827,3266,5468,13556,7378,3200137.33333333,12665966.6666667,15806539.3333333,15976843.3333333,16682320,29136764.3333333,23339366.6666667,18071601.3333333,11611447.6666667,7150075.66666667,3965537,1612448.33333333,32659163.3333333,82159180,11115612.6666667
"2002-12-01",10503,16442,4955,2567,2050,3386,3037,2949,2920,3116,3566,3027,4617,12292,6682,3198604,12658190,15793432,15968708,16671754,29096509,23308381,18044786,11591700,7139235,3956854,1608461,32640462,82041376,11096089
"2003-01-01",10118,15202,4065,2217,2066,3459,3102,3057,3038,3369,3845,3401,4283,12656,7214,3150683,12621773.3333333,15771044.6666667,15920468.6666667,16456656,29779470,23565700.6666667,18646250.6666667,12150120,7343611,4077676,1672732,32377124.6666667,84141541.3333333,11421287
"2003-02-01",8996,13447,3550,1873,1751,3179,2902,2851,2804,3069,3432,3143,3624,11736,6501,3148305,12608642.6666667,15752922.3333333,15910192.3333333,16441290,29728550,23531167.3333333,18614730.3333333,12127809,7331176,4069906,1668087,32351482.3333333,84002256.6666667,11401082
"2003-03-01",11076,16756,4266,2096,1858,3287,2897,2932,2711,3050,3227,2918,3954,11827,6277,3145927,12595512,15734800,15899916,16425924,29677630,23496634,18583210,12105498,7318741,4062136,1663442,32325840,83862972,11380877
"2003-04-01",14913,21471,5292,2447,2086,3399,3113,3074,2931,3474,3720,3178,4533,12517,7194,3137721.33333333,12574776,15710917.6666667,15880871.3333333,16399633,29600400.6666667,23442894.3333333,18534626.6666667,12073249.3333333,7303477.66666667,4051733.66666667,1657508.66666667,32280504.3333333,83651171,11355211.3333333
"2003-05-01",18422,23707,5694,2638,2152,3573,3326,3398,3409,3756,4246,3632,4790,13706,8002,3129515.66666667,12554040,15687035.3333333,15861826.6666667,16373342,29523171.3333333,23389154.6666667,18486043.3333333,12041000.6666667,7288214.33333333,4041331.33333333,1651575.33333333,32235168.6666667,83439370,11329545.6666667
"2003-06-01",17436,23427,6037,2625,2274,3900,3613,3666,3723,3891,4587,3882,4899,14902,8478,3121310,12533304,15663153,15842782,16347051,29445942,23335415,18437460,12008752,7272951,4030929,1645642,32189833,83227569,11303880
"2003-07-01",16812,23256,5911,2729,2545,4369,4009,3985,4065,4376,5098,4249,5274,16428,9474,3113682,12522920,15642673.3333333,15830748.6666667,16329355.3333333,29384600.6666667,23294533.6666667,18399927,11982458,7256538.66666667,4020136.66666667,1639609,32160104,83061519.3333333,11276675.3333333
"2003-08-01",13824,19324,4671,2199,2077,3671,3636,3683,3914,4352,4783,3910,4276,14904,9135,3106054,12512536,15622193.6666667,15818715.3333333,16311659.6666667,29323259.3333333,23253652.3333333,18362394,11956164,7240126.33333333,4009344.33333333,1633576,32130375,82895469.6666667,11249470.6666667
"2003-09-01",12031,18809,5157,2313,1965,3607,3486,3573,3734,4152,4606,3930,4278,14400,8758,3098426,12502152,15601714,15806682,16293964,29261918,23212771,18324861,11929870,7223714,3998552,1627543,32100646,82729420,11222266
"2003-10-01",11873,19005,5211,2305,1907,3402,3235,3358,3385,3967,4453,3767,4212,13380,8420,3093837.33333333,12489689.3333333,15578549.3333333,15792541,16275389.3333333,29202721.3333333,23167906.6666667,18282799,11903415.6666667,7209681.33333333,3989743,1622764,32067930.3333333,82556842.6666667,11199424.3333333
"2003-11-01",11647,18601,5093,2277,1889,3246,3156,3136,3248,3640,4073,3420,4166,12786,7713,3089248.66666667,12477226.6666667,15555384.6666667,15778400,16256814.6666667,29143524.6666667,23123042.3333333,18240737,11876961.3333333,7195648.66666667,3980934,1617985,32035214.6666667,82384265.3333333,11176582.6666667
"2003-12-01",10623,16898,4755,2185,1814,3298,2880,3060,3122,3460,3865,3283,3999,12360,7325,3084660,12464764,15532220,15764259,16238240,29084328,23078178,18198675,11850507,7181616,3972125,1613206,32002499,82211688,11153741
"2004-01-01",9178,14229,3787,1856,1649,3175,2975,2970,3075,3311,3777,3359,3505,12195,7088,3036193,12389697.6666667,15513145.3333333,15729146,16018694.6666667,29694804,23367963,18777827.3333333,12429738,7413580.66666667,4098998,1688479.66666667,31747840.6666667,84270332.3333333,11512578.6666667
"2004-02-01",8094,12722,3329,1727,1678,3238,3048,3073,3107,3515,4012,3359,3405,12466,7527,3034570,12381695.3333333,15493780.6666667,15719480,16003068.3333333,29646119,23336877,18752328.6666667,12412175,7404619.33333333,4092415,1684249.33333333,31722548.3333333,84147499.6666667,11497034.3333333
"2004-03-01",10469,16687,4301,2274,2247,3968,3446,3392,3694,4496,4916,4329,4521,14500,9412,3032947,12373693,15474416,15709814,15987442,29597434,23305791,18726830,12394612,7395658,4085832,1680019,31697256,84024667,11481490
"2004-04-01",13536,20253,4994,2558,2596,4419,3526,3708,4144,5066,5954,5096,5154,15797,11020,3029452.66666667,12358940,15451703.6666667,15696067.6666667,15966312.3333333,29539929.3333333,23266404.3333333,18688825.3333333,12364957,7382302,4076989,1674989,31662380,83860116,11459291
"2004-05-01",16797,22291,5448,2537,2494,4358,3736,3779,3997,4841,5505,4978,5031,15870,10346,3025958.33333333,12344187,15428991.3333333,15682321.3333333,15945182.6666667,29482424.6666667,23227017.6666667,18650820.6666667,12335302,7368946,4068146,1669959,31627504,83695565,11437092
"2004-06-01",16729,21437,5316,2368,2346,4039,3464,3700,3940,4741,5411,4732,4714,15143,10152,3022464,12329434,15406279,15668575,15924053,29424920,23187631,18612816,12305647,7355590,4059303,1664929,31592628,83531014,11414893
"2004-07-01",15663,19691,5227,2229,2147,3920,3518,3632,3930,4738,5428,5028,4376,15000,10166,3019777.66666667,12315314,15384493.3333333,15657706,15907347,29376842.3333333,23156958.6666667,18589349,12284515,7345846.33333333,4051119.33333333,1659986,31565053,83407665,11396965.6666667
"2004-08-01",13383,17291,4661,2019,1956,3787,3328,3544,3744,4464,5163,4595,3975,14403,9627,3017091.33333333,12301194,15362707.6666667,15646837,15890641,29328764.6666667,23126286.3333333,18565882,12263383,7336102.66666667,4042935.66666667,1655043,31537478,83284316,11379038.3333333
"2004-09-01",11884,17146,4885,2132,1851,3448,3243,3562,3728,4392,5004,4575,3983,13981,9396,3014405,12287074,15340922,15635968,15873935,29280687,23095614,18542415,12242251,7326359,4034752,1650100,31509903,83160967,11361111
"2004-10-01",10574,16801,4948,2171,1907,3444,3318,3621,3655,4331,5011,4297,4078,14038,9342,3011667.33333333,12277912,15334017.3333333,15622919,15857209.6666667,29227666.3333333,23057845.6666667,18509653.3333333,12220204,7316656,4027053,1644785.66666667,31480128.6666667,83015369.3333333,11343709
"2004-11-01",10164,16262,4839,2106,1844,3361,3069,3358,3588,3924,4531,4039,3950,13376,8455,3008929.66666667,12268750,15327112.6666667,15609870,15840484.3333333,29174645.6666667,23020077.3333333,18476891.6666667,12198157,7306953,4019354,1639471.33333333,31450354.3333333,82869771.6666667,11326307
"2004-12-01",8953,14838,4401,1936,1659,3000,2876,3089,2829,3491,3981,3562,3595,11794,7472,3006192,12259588,15320208,15596821,15823759,29121625,22982309,18444130,12176110,7297250,4011655,1634157,31420580,82724174,11308905
"2005-01-01",8181,12793,3695,1666,1595,3070,2946,2978,3032,3557,4109,3696,3261,12026,7666,2959638,12155685.6666667,15316837,15573335.3333333,15671409.6666667,29626403.6666667,23350966.6666667,19012238,12772489.3333333,7568252,4151512.33333333,1719334.33333333,31244745,84762097.6666667,11719764.3333333
"2005-02-01",7003,10389,3007,1490,1543,2901,2699,2895,2792,3231,3604,3456,3033,11287,6835,2961049,12154615.3333333,15320182,15576165.6666667,15674128.3333333,29597379.3333333,23344644.3333333,19015430,12766509.6666667,7567512,4149462.66666667,1716002.66666667,31250294,84723963.3333333,11716974.6666667
"2005-03-01",8118,13378,3984,1784,1692,3092,2904,3142,3049,3392,3897,3609,3476,12187,7289,2962460,12153545,15323527,15578996,15676847,29568355,23338322,19018622,12760530,7566772,4147413,1712671,31255843,84685829,11714185
"2005-04-01",11335,17570,4672,1917,1753,3305,2984,3356,3278,3674,4423,3935,3670,12923,8097,2959255.33333333,12142023.6666667,15316971.3333333,15569007.6666667,15668772,29522727,23307915.3333333,18995124.3333333,12744738.3333333,7561195.33333333,4142825,1708916.66666667,31237779.6666667,84570505,11704020.3333333
"2005-05-01",14463,20981,5328,2146,1832,3405,3231,3474,3588,4157,4822,4373,3978,13698,8979,2956050.66666667,12130502.3333333,15310415.6666667,15559019.3333333,15660697,29477099,23277508.6666667,18971626.6666667,12728946.6666667,7555618.66666667,4138237,1705162.33333333,31219716.3333333,84455181,11693855.6666667
"2005-06-01",15922,21628,5585,2052,1779,3540,3184,3705,3669,4259,5050,4854,3831,14098,9309,2952846,12118981,15303860,15549031,15652622,29431471,23247102,18948129,12713155,7550042,4133649,1701408,31201653,84339857,11683691
"2005-07-01",14996,20057,5337,2045,1670,3477,3345,3622,3920,4511,5352,4931,3715,14364,9863,2949931.66666667,12109158.6666667,15290184.3333333,15538320.6666667,15641609,29374661.3333333,23211295,18918068.3333333,12690386.6666667,7540389,4126648.33333333,1696367.33333333,31179929.6666667,84194411.3333333,11667037.3333333
"2005-08-01",12907,17503,4876,1991,1659,3576,3269,3648,3835,4538,5391,4977,3650,14328,9929,2947017.33333333,12099336.3333333,15276508.6666667,15527610.3333333,15630596,29317851.6666667,23175488,18888007.6666667,12667618.3333333,7530736,4119647.66666667,1691326.66666667,31158206.3333333,84048965.6666667,11650383.6666667
"2005-09-01",10142,16414,5047,1915,1555,3146,3113,3302,3513,4032,4767,4350,3470,13074,8799,2944103,12089514,15262833,15516900,15619583,29261042,23139681,18857947,12644850,7521083,4112647,1686286,31136483,83903520,11633730
"2005-10-01",9266,15489,4691,1854,1438,2985,2948,3087,3231,3738,4366,4164,3292,12251,8104,2942671,12083599.6666667,15257350,15512154,15616444.6666667,29224007.3333333,23114412.3333333,18837406.3333333,12628894.3333333,7513982.66666667,4106292.66666667,1682030.33333333,31128598.6666667,83804720.3333333,11620275.3333333
"2005-11-01",9358,15487,4827,1932,1416,2909,2777,3057,3029,3604,4180,3993,3348,11772,7784,2941239,12077685.3333333,15251867,15507408,15613306.3333333,29186972.6666667,23089143.6666667,18816865.6666667,12612938.6666667,7506882.33333333,4099938.33333333,1677774.66666667,31120714.3333333,83705920.6666667,11606820.6666667
"2005-12-01",8304,13633,4267,1794,1393,2867,2771,2946,3004,3533,4028,3673,3187,11588,7561,2939807,12071771,15246384,15502662,15610168,29149938,23063875,18796325,12596983,7499782,4093584,1673519,31112830,83607121,11593366
"2006-01-01",7446,11866,3521,1613,1320,2955,2715,3028,3032,3328,4076,3840,2933,11730,7404,2891917,11891920,15270631.3333333,15478274,15494244.3333333,29546405.6666667,23471423.3333333,19312732.3333333,13191125,7796847,4239892.33333333,1769424.33333333,30972518.3333333,85521686.3333333,12036739.3333333
"2006-02-01",6417,10012,2890,1350,1207,2523,2481,2671,2816,3118,3643,3591,2557,10491,6761,2892687,11890339,15271191.6666667,15473870,15493368.6666667,29528196.3333333,23455674.6666667,19301864.6666667,13178671,7792481,4235650.66666667,1766549.66666667,30967238.6666667,85464406.6666667,12028131.6666667
"2006-03-01",7575,12612,3798,1565,1348,2691,2683,2914,2826,3236,3756,3701,2913,11114,6992,2893457,11888758,15271752,15469466,15492493,29509987,23439926,19290997,13166217,7788115,4231409,1763675,30961959,85407127,12019524
"2006-04-01",9994,16874,4867,1950,1445,2960,2791,3106,3004,3510,4118,3873,3395,11861,7628,2890212.33333333,11883512,15281300,15454849.6666667,15490343.3333333,29489848,23422374,19278423.6666667,13156913.6666667,7786218,4229714.33333333,1760981,30945193,85347559.3333333,12015932.3333333
"2006-05-01",13746,20825,6355,2570,1886,3632,3370,3648,3806,4307,4979,4796,4456,14456,9286,2886967.66666667,11878266,15290848,15440233.3333333,15488193.6666667,29469709,23404822,19265850.3333333,13147610.3333333,7784321,4228019.66666667,1758287,30928427,85287991.6666667,12012340.6666667
"2006-06-01",15255,22605,7093,2955,2056,4004,3731,4166,4203,4714,5686,5327,5011,16104,10400,2883723,11873020,15300396,15425617,15486044,29449570,23387270,19253277,13138307,7782424,4226325,1755593,30911661,85228424,12008749
"2006-07-01",15350,21088,6313,2564,2034,3935,3681,4150,4398,4918,6086,5528,4598,16164,11004,2879451,11857608.6666667,15288773.6666667,15413547,15474886.6666667,29398285,23348340,19226949,13115426.6666667,7771048.33333333,4217952.33333333,1750082,30888433.6666667,85089000.6666667,11989000.6666667
"2006-08-01",13669,19093,5146,2218,1702,3492,3361,3898,4151,4703,5784,5538,3920,14902,10487,2875179,11842197.3333333,15277151.3333333,15401477,15463729.3333333,29347000,23309410,19200621,13092546.3333333,7759672.66666667,4209579.66666667,1744571,30865206.3333333,84949577.3333333,11969252.3333333
"2006-09-01",11275,16494,4989,2027,1573,3096,2987,3435,3692,4316,5167,4823,3600,13210,9483,2870907,11826786,15265529,15389407,15452572,29295715,23270480,19174293,13069666,7748297,4201207,1739060,30841979,84810154,11949504
"2006-10-01",9858,15477,4657,1882,1464,2798,2680,3042,3299,3783,4676,4361,3346,11819,8459,2869439,11818285.6666667,15259754.3333333,15384254.3333333,15449135.6666667,29262288.6666667,23239333.6666667,19151221.6666667,13051821,7741230.33333333,4198274,1735926.66666667,30833390,84704665,11939504.3333333
"2006-11-01",9699,15217,4342,1860,1361,2634,2577,2911,2972,3558,4301,3967,3221,11094,7859,2867971,11809785.3333333,15253979.6666667,15379101.6666667,15445699.3333333,29228862.3333333,23208187.3333333,19128150.3333333,13033976,7734163.66666667,4195341,1732793.33333333,30824801,84599176,11929504.6666667
"2006-12-01",9082,14326,4063,1770,1367,2603,2314,2608,2761,3321,4033,3762,3137,10286,7354,2866503,11801285,15248205,15373949,15442263,29195436,23177041,19105079,13016131,7727097,4192408,1729660,30816212,84493687,11919505
"2007-01-01",9256,12974,3460,1491,1326,2625,2492,2675,2930,3302,4089,4077,2817,10722,7391,2818709.33333333,11620837.3333333,15232079.3333333,15370073.3333333,15372823.6666667,29490110,23640094,19595172,13615826.3333333,8051433.33333333,4350284.66666667,1836848.66666667,30742897,86341202.3333333,12401718
"2007-02-01",9087,12439,3054,1373,1221,2428,2316,2589,2605,3086,3817,3870,2594,9938,6903,2819741.66666667,11622177.6666667,15235345.6666667,15377289.6666667,15375066.3333333,29490061,23636844,19593957,13608915.6666667,8045986.66666667,4347560.33333333,1832963.33333333,30752356,86329777.6666667,12393547
"2007-03-01",11557,16681,4277,1834,1452,2693,2554,2813,2967,3352,4130,4245,3286,11027,7482,2820774,11623518,15238612,15384506,15377309,29490012,23633594,19592742,13602005,8040540,4344836,1829078,30761815,86318353,12385376
"2007-04-01",13178,19197,5014,2127,1610,2962,2645,3042,3074,3411,4339,4427,3737,11723,7750,2818612.66666667,11611234,15229814,15373565,15371800.3333333,29455897.6666667,23600376.6666667,19574411,13585726.6666667,8031399.66666667,4340364.66666667,1824688.33333333,30745365.3333333,86216412,12371764.3333333
"2007-05-01",13773,20042,5506,2309,1791,3352,2994,3309,3570,3932,4892,4983,4100,13225,8824,2816451.33333333,11598950,15221016,15362624,15366291.6666667,29421783.3333333,23567159.3333333,19556080,13569448.3333333,8022259.33333333,4335893.33333333,1820298.66666667,30728915.6666667,86114471,12358152.6666667
"2007-06-01",13153,20094,5819,2441,1925,3848,3328,3747,4262,4478,5720,5607,4366,15185,10198,2814290,11586666,15212218,15351683,15360783,29387669,23533942,19537749,13553170,8013119,4331422,1815909,30712466,86012530,12344541
"2007-07-01",12113,19082,5547,2352,1914,3984,3527,4160,4696,5210,6573,6032,4266,16367,11783,2813694.33333333,11575963.3333333,15207141.3333333,15341401.6666667,15357498.6666667,29365777.3333333,23503460.6666667,19521080,13536206.3333333,8006832.33333333,4329008,1812509.33333333,30698900.3333333,85926524.3333333,12335840.3333333
"2007-08-01",10971,16681,4509,1907,1574,3284,3178,3701,4181,4918,6200,5791,3481,14344,11118,2813098.66666667,11565260.6666667,15202064.6666667,15331120.3333333,15354214.3333333,29343885.6666667,23472979.3333333,19504411,13519242.6666667,8000545.66666667,4326594,1809109.66666667,30685334.6666667,85840518.6666667,12327139.6666667
"2007-09-01",9971,16226,4779,1875,1413,2979,2901,3254,3676,4322,5454,5187,3288,12810,9776,2812503,11554558,15196988,15320839,15350930,29321994,23442498,19487742,13502279,7994259,4324180,1805710,30671769,85754513,12318439
"2007-10-01",9321,16151,4614,1837,1313,2820,2664,3123,3305,3883,4868,4774,3150,11912,8751,2809801,11544286.6666667,15191034.3333333,15310456.3333333,15342664.6666667,29278189.6666667,23400663,19458331,13475946.3333333,7981466,4317341.33333333,1801166,30653121,85613130,12298807.3333333
"2007-11-01",8377,14756,4156,1786,1258,2578,2620,2843,3054,3631,4503,4400,3044,11095,8134,2807099,11534015.3333333,15185080.6666667,15300073.6666667,15334399.3333333,29234385.3333333,23358828,19428920,13449613.6666667,7968673,4310502.66666667,1796622,30634473,85471747,12279175.6666667
"2007-12-01",7711,13110,3905,1643,1255,2655,2528,2854,3160,3629,4510,4543,2898,11197,8139,2804397,11523744,15179127,15289691,15326134,29190581,23316993,19399509,13423281,7955880,4303664,1792078,30615825,85330364,12259544
"2008-01-01",4952,7624,2140,1033,825,1902,1885,2012,2161,2444,3113,2969,1858,7960,5557,2756315.33333333,11332894.6666667,15114647.3333333,15280039.6666667,15289108.3333333,29357873.6666667,23817291.6666667,19847793.3333333,14021037.3333333,8315293.66666667,4471541.33333333,1907755.66666667,30569148,87043996,12786835
